fqdn_no,family_no
fqdn_15,0
fqdn_12629,0
fqdn_13229,0
fqdn_18331,0
fqdn_6095,0
fqdn_5212,6
fqdn_8957,0
fqdn_5134,0
fqdn_13973,0
fqdn_3748,0
fqdn_14322,0
fqdn_5345,0
fqdn_3533,6
fqdn_16100,0
fqdn_10796,0
fqdn_5869,0
fqdn_3193,0
fqdn_20049,6
fqdn_1082,0
fqdn_3176,0
fqdn_7920,0
fqdn_2089,0
fqdn_12168,0
fqdn_9215,0
fqdn_16140,0
fqdn_13245,0
fqdn_9118,0
fqdn_15678,0
fqdn_20354,0
fqdn_5773,0
fqdn_5462,0
fqdn_14258,4
fqdn_6051,0
fqdn_10601,0
fqdn_19133,6
fqdn_8666,0
fqdn_13871,6
fqdn_19225,0
fqdn_200,0
fqdn_20301,0
fqdn_11072,0
fqdn_19687,0
fqdn_6771,6
fqdn_6361,0
fqdn_19776,5
fqdn_10875,6
fqdn_14715,0
fqdn_5949,0
fqdn_945,0
fqdn_7724,6
fqdn_1166,0
fqdn_6825,6
fqdn_2376,0
fqdn_9676,0
fqdn_19695,0
fqdn_20241,7
fqdn_7128,0
fqdn_14497,0
fqdn_12079,0
fqdn_6800,0
fqdn_15385,0
fqdn_11959,0
fqdn_3180,0
fqdn_13233,0
fqdn_1781,2
fqdn_6233,0
fqdn_16002,0
fqdn_20091,6
fqdn_15524,7
fqdn_6607,6
fqdn_16688,5
fqdn_11651,5
fqdn_12442,0
fqdn_17738,6
fqdn_19346,0
fqdn_2272,0
fqdn_12652,0
fqdn_18974,0
fqdn_1854,0
fqdn_9385,0
fqdn_15096,0
fqdn_14075,0
fqdn_13482,0
fqdn_8836,0
fqdn_6576,0
fqdn_4085,0
fqdn_18382,6
fqdn_18114,0
fqdn_1684,0
fqdn_18792,0
fqdn_20252,0
fqdn_11502,0
fqdn_17328,6
fqdn_6092,0
fqdn_9623,7
fqdn_14264,0
fqdn_12405,0
fqdn_10696,0
fqdn_3355,0
fqdn_17902,0
fqdn_1748,0
fqdn_14832,0
fqdn_17508,6
fqdn_16960,0
fqdn_795,0
fqdn_16142,0
fqdn_4617,0
fqdn_17711,0
fqdn_11607,0
fqdn_15319,1
fqdn_7630,6
fqdn_11017,0
fqdn_4846,0
fqdn_12003,0
fqdn_13596,0
fqdn_3614,0
fqdn_16912,0
fqdn_16166,0
fqdn_10756,0
fqdn_7820,0
fqdn_19989,0
fqdn_19604,0
fqdn_11232,0
fqdn_11389,0
fqdn_7191,0
fqdn_14830,0
fqdn_5124,0
fqdn_13228,0
fqdn_16638,0
fqdn_1132,0
fqdn_19459,5
fqdn_3351,0
fqdn_11963,0
fqdn_7580,0
fqdn_14804,0
fqdn_70,0
fqdn_10124,0
fqdn_11082,0
fqdn_12016,0
fqdn_19883,0
fqdn_18950,2
fqdn_11076,0
fqdn_3792,0
fqdn_3829,0
fqdn_13400,0
fqdn_18041,8
fqdn_16419,0
fqdn_4211,0
fqdn_3227,0
fqdn_6765,0
fqdn_14677,0
fqdn_2478,0
fqdn_16893,0
fqdn_9350,1
fqdn_12808,0
fqdn_18615,0
fqdn_9510,0
fqdn_9802,0
fqdn_8771,0
fqdn_12134,5
fqdn_20064,0
fqdn_9346,3
fqdn_5367,4
fqdn_13472,0
fqdn_9126,0
fqdn_63,0
fqdn_13948,0
fqdn_10183,0
fqdn_9820,4
fqdn_19367,0
fqdn_10969,0
fqdn_11523,0
fqdn_18099,0
fqdn_15357,6
fqdn_9255,0
fqdn_10644,1
fqdn_11887,0
fqdn_5553,4
fqdn_11755,0
fqdn_20257,0
fqdn_19403,5
fqdn_9988,0
fqdn_2201,0
fqdn_5701,1
fqdn_11566,0
fqdn_1790,0
fqdn_15344,0
fqdn_10351,0
fqdn_5601,0
fqdn_16426,0
fqdn_1755,0
fqdn_14559,0
fqdn_17343,1
fqdn_18856,0
fqdn_14086,1
fqdn_17063,0
fqdn_5562,6
fqdn_19974,5
fqdn_4938,0
fqdn_19273,4
fqdn_16197,0
fqdn_8292,6
fqdn_19633,5
fqdn_14479,0
fqdn_17941,5
fqdn_12263,0
fqdn_8025,0
fqdn_11775,0
fqdn_17142,0
fqdn_5152,0
fqdn_12948,0
fqdn_15769,0
fqdn_6131,0
fqdn_14649,4
fqdn_9976,0
fqdn_6808,0
fqdn_846,5
fqdn_19508,0
fqdn_16862,0
fqdn_17351,0
fqdn_6620,5
fqdn_7696,0
fqdn_11359,6
fqdn_12488,0
fqdn_4512,0
fqdn_19228,4
fqdn_1275,0
fqdn_14117,1
fqdn_19639,0
fqdn_2079,3
fqdn_10288,0
fqdn_85,0
fqdn_4286,0
fqdn_17283,0
fqdn_19735,0
fqdn_7980,0
fqdn_19848,0
fqdn_19867,0
fqdn_1102,0
fqdn_6215,0
fqdn_8587,0
fqdn_836,0
fqdn_19022,0
fqdn_10023,0
fqdn_15609,0
fqdn_13538,0
fqdn_4599,0
fqdn_1606,0
fqdn_15399,0
fqdn_11964,0
fqdn_1675,0
fqdn_11974,0
fqdn_1911,0
fqdn_18209,0
fqdn_15572,0
fqdn_9610,0
fqdn_7759,0
fqdn_2067,0
fqdn_297,0
fqdn_2082,0
fqdn_6816,0
fqdn_11530,0
fqdn_9071,0
fqdn_10134,0
fqdn_2871,0
fqdn_18973,0
fqdn_12801,0
fqdn_20428,0
fqdn_12733,0
fqdn_13219,0
fqdn_14936,0
fqdn_3187,0
fqdn_17791,1
fqdn_13097,0
fqdn_6988,0
fqdn_8529,0
fqdn_5894,0
fqdn_7854,0
fqdn_10618,0
fqdn_2165,0
fqdn_4962,0
fqdn_6397,0
fqdn_8060,0
fqdn_3045,0
fqdn_13351,0
fqdn_17072,3
fqdn_4702,0
fqdn_7857,0
fqdn_15129,0
fqdn_3122,0
fqdn_10414,0
fqdn_18779,0
fqdn_9642,0
fqdn_2269,0
fqdn_2467,0
fqdn_13777,0
fqdn_8088,0
fqdn_9991,0
fqdn_5150,0
fqdn_9475,0
fqdn_18462,0
fqdn_19649,0
fqdn_18425,0
fqdn_18834,0
fqdn_6129,0
fqdn_8642,0
fqdn_18058,0
fqdn_13697,0
fqdn_5239,0
fqdn_5037,4
fqdn_3087,0
fqdn_10418,0
fqdn_11705,0
fqdn_7271,0
fqdn_17516,0
fqdn_2740,0
fqdn_6367,0
fqdn_10659,0
fqdn_5173,5
